death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2017-03-31,2,,,3,6,4,6,3,8,7,12,15,15,20,13,20,14,12,7,3,,,,
2017-04-01,5,,1,1,3,9,6,6,9,15,11,13,9,15,17,11,12,6,3,,,,,
2017-04-02,3,1,,2,4,4,5,4,5,13,17,17,14,4,12,13,12,11,3,1,,,,
2017-04-03,5,,,1,7,3,3,7,12,11,8,16,13,23,12,14,13,6,5,2,,,,
2017-04-04,1,1,,4,4,6,4,5,5,14,11,14,15,21,12,21,9,8,5,,,,,
2017-04-05,3,,1,,1,4,11,5,5,15,11,14,16,15,22,27,19,16,6,1,1,,,
2017-04-06,4,,1,4,2,2,6,7,6,3,7,13,11,20,12,15,11,11,4,2,,,,
2017-04-07,2,2,1,2,6,3,4,8,7,6,15,17,15,12,17,16,19,9,5,1,,,,
2017-04-08,3,,,2,4,3,5,8,9,9,12,14,14,16,17,9,11,10,4,1,,,,
2017-04-09,7,,1,,1,,5,6,4,9,8,10,14,18,11,15,16,7,5,,,,,
2017-04-10,1,2,1,,1,4,2,6,5,10,14,13,16,19,14,19,7,10,7,2,1,,,
2017-04-11,1,1,2,1,6,3,2,8,8,8,14,18,15,17,17,18,10,6,2,,,,,
2017-04-12,3,1,2,4,6,1,3,5,6,8,14,12,14,14,20,17,4,8,9,2,1,,,
2017-04-13,3,2,,1,5,1,5,6,7,9,16,18,15,15,6,12,13,17,3,1,,,,
2017-04-14,2,1,,5,5,2,4,5,4,12,11,13,11,12,18,9,9,4,5,2,,,,
2017-04-15,4,,1,2,,4,4,4,12,7,5,12,11,13,17,16,10,7,5,1,,,,
2017-04-16,2,1,1,,4,4,6,3,4,8,5,10,12,17,14,20,13,12,1,1,,,,
2017-04-17,7,1,2,4,2,1,8,13,6,21,16,14,12,20,17,13,28,9,6,2,,,,
2017-04-18,7,,1,1,,6,6,8,9,9,16,21,17,11,18,17,17,13,5,2,,,,
2017-04-19,7,,2,1,6,3,1,5,11,9,14,14,14,21,10,22,10,12,7,3,1,,,
2017-04-20,4,,1,,3,7,,4,7,7,7,12,10,14,13,15,9,9,2,2,,,,
2017-04-21,3,,1,2,2,8,5,5,4,8,7,8,7,9,23,26,9,9,8,3,1,,,
2017-04-22,3,,1,2,6,6,2,4,6,5,12,8,12,16,15,16,16,18,1,6,,,,
2017-04-23,7,1,,1,4,2,4,8,12,11,15,9,12,17,13,21,11,13,7,2,,,,
2017-04-24,8,,2,1,1,8,4,2,6,13,19,20,15,12,24,16,17,11,3,2,,,,
2017-04-25,6,1,,,2,1,3,4,7,9,8,5,12,6,7,13,10,5,2,,,,,
2017-04-26,2,2,2,2,5,2,5,3,3,6,8,7,13,19,17,13,17,10,4,2,,,,
2017-04-27,2,,,1,1,4,3,3,4,17,12,14,14,18,13,13,23,14,5,,,,,
2017-04-28,6,,1,2,1,4,4,7,5,8,12,18,20,27,17,13,9,13,4,2,1,,,
2017-04-29,1,1,1,2,2,3,1,4,6,11,15,10,16,15,22,15,17,12,3,1,,,,
2017-04-30,3,,2,1,2,12,2,4,2,6,13,13,17,14,11,19,6,8,6,1,,,,
2017-05-01,2,2,1,3,4,1,6,6,6,8,21,11,16,26,17,13,10,6,3,2,,,,
2017-05-02,5,2,,1,5,3,2,13,8,10,7,5,11,17,12,7,16,8,4,,,,,
2017-05-03,5,,3,2,,2,5,5,6,5,15,10,15,12,8,15,8,6,4,4,,,,
2017-05-04,5,,1,1,6,3,5,6,3,12,10,16,18,18,13,12,9,12,5,1,1,,,
2017-05-05,4,,,4,2,7,4,7,10,12,14,10,24,12,24,12,11,4,5,3,,,,
2017-05-06,10,,1,,3,3,8,6,5,17,15,8,17,15,19,13,18,10,4,3,,,,
2017-05-07,6,1,,1,6,6,5,7,1,5,18,12,17,25,20,14,14,10,4,1,,,,
2017-05-08,4,4,2,6,4,4,3,5,11,12,8,11,12,20,13,15,11,10,5,4,1,,,
2017-05-09,3,,,3,2,4,10,5,10,11,14,18,15,19,14,16,4,9,3,4,,,,
2017-05-10,2,,,1,5,10,12,7,6,10,15,14,22,13,12,17,4,11,4,1,,,,
2017-05-11,3,,1,2,3,6,3,2,7,4,11,13,17,22,13,13,10,10,3,2,,,,
2017-05-12,2,1,1,4,3,1,3,7,6,14,14,18,14,16,12,16,16,10,3,3,1,,,
2017-05-13,4,1,3,5,2,5,3,6,4,9,11,20,12,18,14,17,15,12,2,3,,,,
2017-05-14,,,,3,6,2,1,6,4,8,9,14,12,8,8,10,10,6,,,,,,
2017-05-15,,2,1,,2,10,5,9,8,14,13,12,16,16,19,18,10,16,5,2,,,,
2017-05-16,4,1,,2,8,6,2,5,6,12,20,21,15,20,20,29,27,12,6,1,,,,
2017-05-17,3,,2,3,5,5,6,2,12,11,12,12,21,29,19,25,20,22,7,4,,,,
2017-05-18,4,,1,1,1,3,3,11,8,15,7,16,22,30,23,19,20,18,4,6,1,,,
2017-05-19,10,,,1,7,5,6,6,3,7,15,22,22,19,22,17,24,24,6,3,,1,,
2017-05-20,2,1,,1,2,8,4,4,8,8,17,17,22,19,18,20,15,15,10,2,,,,
2017-05-21,4,,1,2,2,,3,4,6,15,10,13,19,24,16,19,21,16,6,5,1,,,
2017-05-22,2,,,3,4,4,7,3,9,17,17,12,21,27,24,22,29,11,6,5,,,,
2017-05-23,9,1,1,1,3,5,7,3,10,9,12,14,11,29,25,28,18,23,8,3,,,,
2017-05-24,2,1,,2,4,3,9,6,7,5,12,10,17,24,22,22,20,12,4,2,,,,
2017-05-25,3,,1,2,,5,4,6,10,9,13,16,21,15,14,21,15,13,7,1,,,,
2017-05-26,4,1,1,4,3,5,6,4,6,13,12,22,19,21,28,16,17,11,7,5,,,,
2017-05-27,3,1,1,2,5,4,3,8,8,10,10,18,18,21,23,20,20,12,7,2,,,,
2017-05-28,3,1,,,5,6,4,10,14,13,14,21,13,20,24,13,17,10,5,,1,,,
2017-05-29,4,1,1,2,4,4,7,7,8,9,10,19,22,21,15,31,15,13,4,1,,,,
2017-05-30,8,1,,2,6,4,4,3,8,15,13,17,16,28,24,19,12,16,7,2,,,,
2017-05-31,5,1,,1,7,1,7,15,10,14,16,14,18,22,25,21,24,9,13,2,1,,,
2017-06-01,3,1,,2,9,5,8,5,6,13,12,25,15,23,19,19,18,11,7,4,,,,
2017-06-02,1,,2,2,4,2,5,3,8,6,10,20,27,14,14,22,17,20,8,3,1,,,
2017-06-03,1,2,1,4,5,7,7,5,6,15,14,16,17,16,17,25,17,18,11,5,1,,,
2017-06-04,,,,3,,5,5,4,6,17,24,17,16,22,20,14,20,16,10,1,,,,
2017-06-05,4,2,,3,6,5,8,9,10,8,17,22,21,24,26,14,15,19,5,1,,,,
2017-06-06,8,,,4,4,2,2,3,8,13,8,21,13,21,18,20,22,8,10,1,1,,,
2017-06-07,3,1,,1,4,7,5,,4,16,11,18,9,20,17,16,13,10,5,1,,,,
2017-06-08,6,,,2,5,5,2,4,7,8,9,8,10,15,14,16,15,6,3,1,,,,
2017-06-09,3,,,2,6,6,5,3,12,6,10,14,18,16,9,16,12,10,3,,,,,
2017-06-10,2,,,1,4,3,4,8,9,11,13,11,11,18,25,15,16,8,6,4,,,,
2017-06-11,4,2,2,3,6,2,4,5,9,16,18,16,18,17,20,18,11,8,4,2,,,,
2017-06-12,4,,1,,4,4,2,9,7,10,14,16,16,18,19,24,12,12,8,1,,,,
2017-06-13,4,2,1,1,8,4,6,16,8,13,13,14,14,19,11,15,14,4,3,1,,1,1,
2017-06-14,8,,1,,5,7,3,7,9,10,7,13,14,16,21,21,12,14,7,2,2,,,
2017-06-15,4,,,2,5,3,7,5,4,8,7,13,15,18,16,19,19,4,4,1,,,,
2017-06-16,1,,,5,,3,2,7,10,9,17,13,13,14,23,15,11,8,3,1,,,,
2017-06-17,5,,,2,4,5,6,3,8,6,9,14,15,17,9,14,15,8,7,2,,,,
2017-06-18,4,1,1,6,4,3,4,8,6,11,11,17,9,11,9,13,4,8,6,3,,,,
2017-06-19,2,,,1,9,4,4,7,6,9,11,15,17,20,8,11,13,9,2,,,,,
2017-06-20,5,,,1,3,2,6,3,4,14,9,12,15,12,14,16,11,12,,1,,,,
2017-06-21,4,,1,1,3,4,7,,6,14,10,27,11,15,13,9,9,3,4,2,,,,
2017-06-22,4,,,2,2,6,6,4,5,10,13,26,12,16,13,23,9,11,3,,,1,,
2017-06-23,3,1,,4,2,3,2,6,3,7,17,17,14,15,17,9,19,14,6,3,,,,
2017-06-24,5,1,1,3,3,2,3,5,9,9,16,15,14,19,20,17,8,11,4,4,,,,
2017-06-25,6,,1,1,3,4,7,4,5,7,10,17,13,13,9,18,9,8,1,,,,,
2017-06-26,4,1,1,1,1,6,4,4,4,13,8,9,17,12,23,16,15,5,7,1,,,,
2017-06-27,2,,2,4,1,3,4,8,4,14,12,9,11,20,15,11,13,13,7,1,,,,
2017-06-28,3,1,,1,2,4,4,1,8,10,15,21,18,13,14,9,12,15,4,,,,,
2017-06-29,6,,3,,3,6,1,3,10,16,16,9,10,10,16,10,20,13,6,,,,,
2017-06-30,5,1,,,1,3,1,5,5,17,19,19,16,16,13,13,14,14,6,1,,,,
2017-07-01,9,,,2,3,2,6,6,8,12,11,13,21,15,22,19,13,13,4,5,,,,
2017-07-02,5,1,2,2,2,1,5,5,8,12,13,12,16,14,21,21,11,10,7,1,1,,,
2017-07-03,6,1,2,4,8,5,4,6,13,14,8,18,20,12,19,13,13,11,5,2,1,,,
2017-07-04,5,2,1,3,1,3,5,5,10,4,15,19,24,24,18,15,16,11,8,3,1,,,
2017-07-05,4,,,3,3,3,5,9,7,11,14,13,13,17,18,14,14,11,4,2,,,,
2017-07-06,9,3,,1,6,2,4,4,3,10,8,10,13,17,15,17,19,8,3,5,1,1,,
2017-07-07,6,1,,1,5,4,2,3,11,16,13,16,22,15,15,16,14,7,3,4,,,,
2017-07-08,10,1,2,4,2,6,8,4,7,10,12,13,17,10,9,14,8,9,8,,,,,
2017-07-09,7,,1,1,8,6,2,7,8,17,17,17,13,23,14,11,12,10,3,1,,,,
2017-07-10,5,,1,3,5,3,4,8,5,11,13,15,13,29,9,15,8,5,6,,,,,
2017-07-11,10,1,2,2,2,6,6,4,6,17,10,15,18,12,15,19,8,13,2,,,,,
2017-07-12,2,,1,4,2,7,3,8,6,9,5,19,16,15,18,12,8,10,6,,,,,
2017-07-13,7,,1,2,3,8,4,4,4,9,17,18,24,14,17,13,10,8,3,3,,,,
2017-07-14,4,1,,1,7,4,3,6,9,9,14,10,7,15,16,16,9,14,3,5,,,,
2017-07-15,5,1,,1,4,3,5,9,6,15,14,16,16,22,10,14,14,3,1,3,,,,
2017-07-16,10,1,1,,3,3,4,8,3,6,14,16,22,20,11,15,16,11,6,1,,,,
2017-07-17,4,,1,,3,7,3,6,6,12,10,14,20,14,12,15,8,6,6,3,1,,,
2017-07-18,6,,2,2,2,6,3,10,2,10,9,12,14,14,18,17,11,12,7,,1,,,
2017-07-19,5,,1,2,3,5,4,6,8,16,9,11,20,17,18,11,16,9,6,3,,,,
2017-07-20,4,3,2,,4,7,,5,6,10,10,11,20,17,11,15,13,9,9,2,,,,
2017-07-21,5,,1,4,2,5,11,6,6,16,10,16,12,18,7,16,14,8,5,3,,,,
2017-07-22,7,1,,4,2,3,5,7,9,11,11,15,13,17,19,15,11,16,4,5,2,1,,
2017-07-23,8,1,1,3,2,10,7,4,8,11,13,15,24,15,20,21,14,10,6,3,,,,
2017-07-24,9,,,1,4,5,6,10,12,13,12,18,16,22,17,16,17,7,3,3,,,,
2017-07-25,9,,1,3,5,7,3,4,10,15,19,14,16,24,17,17,18,8,8,1,1,,,
2017-07-26,7,1,,5,2,5,8,6,8,18,18,16,16,18,18,23,16,13,5,3,,,,
2017-07-27,7,1,1,2,4,3,5,4,6,9,8,15,16,13,10,17,10,10,6,1,,,,
2017-07-28,6,4,1,1,3,2,2,9,10,12,7,13,16,13,22,9,13,7,2,5,,,,
2017-07-29,7,3,,,3,6,4,3,5,12,11,9,25,17,19,10,9,9,1,1,,,,
2017-07-30,11,1,1,2,1,7,5,10,4,14,9,13,16,15,16,13,15,8,2,2,,,,
2017-07-31,4,2,3,2,2,6,7,9,9,8,6,12,17,18,15,17,10,9,1,1,,,,
2017-08-01,7,1,1,5,5,6,5,10,11,8,10,14,12,16,20,18,11,12,6,1,1,,,
2017-08-02,9,1,2,1,1,2,2,6,4,14,6,10,10,17,14,15,10,6,1,,,,,
2017-08-03,6,,3,,2,4,6,6,4,8,13,10,18,11,20,16,13,10,4,2,1,,,
2017-08-04,5,,1,2,5,2,5,8,6,13,16,16,7,18,13,11,5,6,5,1,,,,
2017-08-05,9,1,3,1,3,5,3,6,7,11,16,12,18,12,14,14,18,10,3,,,,,
2017-08-06,12,,2,2,1,4,5,8,7,13,7,11,13,24,10,13,11,8,4,2,1,,,
2017-08-07,9,1,,4,6,4,6,7,3,16,15,18,14,21,12,8,4,5,2,2,,,,
2017-08-08,12,1,2,8,2,4,7,4,10,12,18,16,20,18,14,15,13,5,2,,,,,
2017-08-09,2,3,1,5,3,3,7,8,15,6,12,14,20,12,11,12,17,7,3,1,,,,
2017-08-10,8,1,,2,,4,4,9,6,12,23,17,16,16,15,14,15,11,4,,,,,
2017-08-11,8,1,1,,2,4,3,4,13,16,9,10,16,19,19,13,15,8,5,3,,,,
2017-08-12,9,2,,2,5,2,7,10,8,6,8,12,14,12,10,15,15,7,6,1,,,,
2017-08-13,5,,1,1,2,3,2,6,6,8,8,8,12,13,14,10,7,8,3,1,,,,
2017-08-14,7,3,1,2,3,5,3,10,7,9,15,19,18,24,18,21,11,6,5,3,,,,
2017-08-15,14,2,1,2,4,2,3,5,5,3,17,12,15,26,14,6,14,9,3,,1,,,
2017-08-16,10,1,1,5,3,5,1,6,7,9,10,8,20,17,15,18,13,8,4,1,,,,
2017-08-17,9,3,1,4,3,5,2,7,8,13,20,23,19,14,15,12,20,12,7,3,,,,
2017-08-18,6,2,2,4,1,8,3,2,7,13,9,25,17,14,13,10,11,7,5,,,,,
2017-08-19,2,,1,3,4,4,2,2,5,12,16,19,9,14,16,16,16,8,3,2,,,,
2017-08-20,7,1,1,1,3,5,5,8,9,12,13,14,12,28,10,16,7,9,4,3,2,,,
2017-08-21,3,1,,3,2,,3,10,6,9,11,11,17,19,13,16,15,11,4,,,,,
2017-08-22,6,1,2,,4,7,4,2,7,8,12,10,19,18,13,16,8,9,6,,,,,
2017-08-23,5,1,,,2,5,8,9,4,9,10,12,20,21,19,17,16,7,5,,,,,
2017-08-24,7,2,,4,2,5,3,6,2,12,11,11,15,20,11,13,9,9,3,1,,,,
2017-08-25,8,1,2,2,5,3,3,8,7,6,8,8,15,24,12,16,15,4,2,1,,,,
2017-08-26,7,4,,2,5,8,2,4,12,13,10,12,14,17,16,18,13,12,7,1,,,,
2017-08-27,3,,,3,4,7,9,6,7,9,13,18,18,14,17,20,7,12,4,,,,,
2017-08-28,5,2,1,2,6,4,5,1,5,17,14,11,21,18,19,19,16,18,3,3,1,,,
2017-08-29,8,1,,2,2,4,5,4,13,8,9,14,17,24,16,15,10,14,7,,,,,
2017-08-30,5,3,1,4,3,5,9,5,4,9,12,18,23,26,17,14,19,12,13,4,,,,
2017-08-31,6,2,2,3,,1,3,10,13,13,15,19,18,12,15,17,12,14,9,2,,,,
2017-09-01,6,1,,3,5,4,5,4,19,10,11,12,19,20,13,17,18,11,2,,,,,
2017-09-02,12,,1,3,4,5,2,4,11,19,16,14,18,18,20,16,10,7,10,2,,,,
2017-09-03,6,1,1,2,3,4,,2,8,12,15,14,22,19,11,7,11,10,8,2,1,,,
2017-09-04,7,1,1,2,5,4,10,6,9,10,15,26,20,22,16,18,20,8,6,4,1,,,
2017-09-05,8,3,1,1,2,3,8,6,7,9,19,23,11,32,16,9,19,8,7,7,,,,
2017-09-06,7,1,2,3,3,2,4,7,7,8,13,18,20,19,21,14,8,10,6,,,,,
2017-09-07,7,3,,2,1,7,8,2,13,11,14,14,18,20,17,12,22,11,8,1,,,,
2017-09-08,9,1,,,3,4,3,10,7,19,10,16,19,15,19,18,15,12,2,1,1,,,
2017-09-09,9,5,2,3,2,4,15,5,10,11,13,18,22,18,18,20,19,11,5,3,,,,
2017-09-10,11,,1,1,2,3,4,6,4,11,18,20,16,14,14,21,16,11,5,2,,,,
2017-09-11,7,1,,1,2,8,11,1,14,14,19,13,22,20,26,16,10,5,9,1,2,,,
2017-09-12,8,2,5,2,3,5,3,4,7,10,11,20,20,13,18,13,11,18,6,,1,,,
2017-09-13,2,1,2,1,2,7,3,6,11,13,13,12,24,20,17,18,16,13,3,1,,,,
2017-09-14,8,1,2,2,,4,1,2,6,12,15,13,15,19,25,19,11,11,8,4,,,,
2017-09-15,8,3,,2,6,1,4,10,6,11,17,11,21,20,19,13,9,13,3,3,,,,
2017-09-16,8,1,,2,3,6,4,6,13,10,17,17,22,22,11,10,11,8,7,2,,,,
2017-09-17,7,2,1,3,2,4,6,9,10,6,16,15,16,22,9,18,14,12,1,4,,,,
2017-09-18,3,1,3,4,4,4,3,5,4,10,14,15,13,29,18,20,21,12,3,1,,,,
2017-09-19,3,3,3,4,1,1,6,10,7,13,25,15,17,17,14,13,17,13,5,3,,,,
2017-09-20,11,1,2,6,1,7,3,7,6,6,11,18,30,24,17,15,18,19,9,3,,,,
2017-09-21,6,,2,5,8,4,5,8,9,6,17,15,27,22,20,20,20,15,9,1,1,,,
2017-09-22,3,,2,3,5,2,5,7,11,17,15,15,25,23,16,19,18,16,8,1,,,,
2017-09-23,11,,2,1,2,2,10,9,3,18,11,21,23,26,17,14,13,13,7,1,,,,
2017-09-24,14,2,1,3,5,6,7,10,6,9,15,9,10,14,31,12,15,11,9,,,1,,
2017-09-25,5,2,3,2,2,6,3,3,8,6,10,17,12,22,19,11,10,12,9,3,,,,
2017-09-26,4,3,3,1,3,5,3,4,8,15,13,16,11,20,20,25,21,18,4,1,,,,
2017-09-27,7,2,2,,1,2,3,12,6,6,15,19,21,21,14,17,13,15,3,1,,,,
2017-09-28,12,2,,3,3,3,5,9,7,10,18,24,20,22,20,16,16,12,11,1,,,,1
2017-09-29,6,2,,1,5,4,6,3,7,7,14,15,18,30,19,17,24,7,7,,,,,
2017-09-30,9,3,,1,2,4,1,11,4,19,12,23,17,10,16,9,15,10,5,3,,,,
2017-10-01,8,,,4,2,6,4,6,6,12,12,24,12,25,19,24,10,9,8,2,,,,
2017-10-02,7,1,2,6,2,3,8,10,14,14,11,13,20,13,13,24,10,14,6,1,1,,,
2017-10-03,13,1,1,8,3,13,7,6,9,12,8,16,20,11,17,13,11,15,3,1,,,,
2017-10-04,7,,,2,4,8,7,4,2,11,11,18,27,22,13,14,9,15,9,1,1,,,
2017-10-05,8,1,2,4,3,8,,3,9,12,10,17,15,22,19,16,10,13,6,2,,,,
2017-10-06,10,1,2,3,1,6,6,3,6,16,16,12,25,19,27,20,13,10,9,2,,,,
2017-10-07,,,1,2,,6,7,7,5,12,12,19,10,16,17,13,17,18,5,4,,,,
2017-10-08,9,2,1,5,3,7,5,5,12,8,9,9,11,15,25,16,18,19,6,4,,,,
2017-10-09,3,1,2,4,2,4,5,5,7,11,18,18,12,19,13,14,15,13,7,2,,,,
2017-10-10,4,3,2,3,5,7,4,10,4,7,14,22,12,16,17,18,18,11,6,1,,,,
2017-10-11,7,4,,2,3,5,4,7,6,17,11,23,18,22,19,18,12,11,7,4,,,,
2017-10-12,8,4,4,5,6,3,6,10,6,12,18,8,18,13,16,16,19,6,4,4,,,,
2017-10-13,7,3,6,4,2,3,4,8,8,14,14,18,13,16,16,15,15,10,3,,,,,
2017-10-14,8,,,1,4,3,4,10,8,13,11,11,19,16,18,14,12,5,6,1,1,,,
2017-10-15,6,2,,6,2,8,5,6,6,15,6,18,13,26,19,16,13,8,1,2,,,,
2017-10-16,7,1,1,2,3,2,4,10,9,10,13,10,8,12,16,21,27,7,4,1,,,,
2017-10-17,10,1,,,5,7,3,9,10,12,5,14,12,17,12,20,16,11,3,4,1,,,
2017-10-18,9,2,,2,3,7,3,4,4,7,8,13,14,20,19,15,16,9,2,1,2,,,
2017-10-19,7,2,,4,4,5,5,5,4,11,8,19,21,22,14,22,16,11,8,3,,1,,
2017-10-20,6,3,3,1,3,4,4,8,8,10,11,13,13,19,22,13,14,14,5,3,,,,
2017-10-21,10,,,3,4,10,5,4,9,10,15,13,17,18,13,19,17,12,7,1,,,,
2017-10-22,8,2,,2,,7,5,12,6,12,11,18,27,12,22,12,16,14,11,1,,,,
2017-10-23,6,,1,1,2,8,4,8,11,16,11,11,24,13,22,12,11,8,4,1,2,,,
2017-10-24,12,,1,5,9,2,5,5,10,7,12,15,17,21,22,11,17,5,6,1,1,,,
2017-10-25,7,2,2,6,8,5,4,6,9,9,8,14,10,23,14,14,19,15,3,2,,,,
2017-10-26,4,1,4,4,2,6,12,7,12,24,17,19,10,17,18,17,14,11,6,1,,,,
2017-10-27,1,6,,1,4,6,4,7,10,13,16,12,16,9,20,13,17,9,5,1,,,,
2017-10-28,12,1,,1,1,3,4,11,6,13,17,12,9,13,15,14,15,9,2,,,,,
2017-10-29,6,4,,5,3,7,5,3,6,8,15,19,11,24,18,12,10,14,6,4,,,,
2017-10-30,4,1,2,,9,4,6,,9,12,14,13,14,18,21,12,20,15,7,1,,,,
2017-10-31,10,3,1,4,5,5,6,7,4,15,7,15,15,21,13,15,12,13,8,3,,,,
2017-11-01,10,2,2,1,5,5,2,2,7,8,16,15,17,11,14,15,20,11,3,,,,,
2017-11-02,7,1,1,4,2,5,4,7,8,18,8,11,13,12,15,8,19,7,4,3,,,,
2017-11-03,10,1,,,4,4,3,4,6,12,14,20,28,24,13,22,16,16,8,1,1,,,
2017-11-04,4,2,1,2,3,5,6,6,12,10,11,21,13,31,17,15,14,10,13,1,,,,
2017-11-05,8,1,1,,3,4,9,4,9,9,10,18,11,12,26,15,22,8,6,1,,,,
2017-11-06,7,4,,5,2,1,3,3,3,8,9,15,13,19,23,14,13,17,8,4,2,1,,
2017-11-07,8,1,,3,,4,6,5,4,10,16,19,8,13,10,16,16,9,3,4,,,,
2017-11-08,4,1,1,1,3,5,4,6,5,10,11,15,17,11,26,14,10,9,7,2,,,,
2017-11-09,6,1,1,2,1,3,8,6,13,6,15,17,11,16,15,24,5,10,6,3,1,,,
2017-11-10,8,2,,5,4,4,5,6,9,11,8,16,20,20,9,19,20,18,4,2,,,1,
2017-11-11,2,,,2,1,7,3,3,13,16,20,18,19,32,18,22,16,14,4,5,,,,
2017-11-12,5,1,,,2,3,3,4,5,10,13,20,18,13,15,13,19,9,5,4,,,,
2017-11-13,5,,1,1,2,3,5,5,8,8,12,10,23,22,13,17,20,10,9,1,,,,
2017-11-14,5,1,2,2,3,2,3,7,8,13,16,14,15,17,16,9,14,13,5,2,,,,
2017-11-15,4,,1,4,,4,5,6,14,15,20,23,28,18,21,22,17,23,6,2,,,,
2017-11-16,10,1,1,,3,6,6,9,9,13,20,19,19,21,25,23,23,11,11,2,,1,,
2017-11-17,1,,,2,4,1,4,5,9,11,11,19,28,27,22,14,17,15,5,,,,,
2017-11-18,6,3,2,5,4,2,4,4,11,10,5,19,17,20,17,18,21,15,2,1,2,,,
2017-11-19,10,,,4,4,3,6,3,8,9,13,16,18,18,29,16,12,13,6,2,,1,,
2017-11-20,7,,1,1,2,7,5,4,14,16,20,5,14,24,20,22,20,12,2,3,,,,
2017-11-21,8,,1,3,4,5,5,3,13,13,11,21,16,22,18,17,15,5,3,4,,,,
2017-11-22,4,,2,3,5,8,4,9,9,15,7,18,12,21,18,19,15,15,5,3,,,,
2017-11-23,5,1,,1,3,2,7,10,8,18,16,17,14,21,19,24,18,16,3,1,,,,
2017-11-24,7,,2,5,,5,4,5,10,9,8,13,20,17,17,15,12,14,3,2,,,,
2017-11-25,7,1,,,3,5,5,9,8,5,7,13,11,23,18,28,18,9,3,1,,,,
2017-11-26,7,,1,4,5,4,7,8,13,13,16,13,14,18,17,18,14,11,3,,,,,
2017-11-27,7,,,1,1,1,4,6,11,13,10,15,15,16,18,14,11,4,11,2,,,,
2017-11-28,3,3,1,5,3,1,4,3,9,10,15,18,17,21,16,16,17,5,6,2,,,1,
2017-11-29,9,2,,2,5,4,3,10,9,14,14,14,11,24,25,22,20,12,4,2,1,,,
2017-11-30,7,,1,3,4,8,6,6,10,9,6,19,13,24,10,23,11,12,4,1,,,,
2017-12-01,3,1,3,2,2,3,6,7,7,8,16,18,17,21,11,11,15,12,4,1,,,,
2017-12-02,6,,1,1,2,1,3,4,7,12,13,19,14,9,21,12,13,9,4,2,,,,
2017-12-03,4,1,4,1,1,3,6,2,4,9,15,16,19,14,14,9,21,11,3,,,,,
2017-12-04,9,,,5,5,1,2,12,5,15,19,13,10,14,19,17,15,7,6,2,,,,
2017-12-05,5,1,1,,4,3,3,8,5,10,8,16,16,22,21,26,14,15,4,1,,,,
2017-12-06,4,,,3,4,6,9,4,6,7,12,16,16,19,14,20,13,15,8,1,,,,
2017-12-07,6,,1,1,2,4,4,4,9,14,13,9,22,27,17,15,13,18,6,1,,,,
2017-12-08,3,1,,2,1,3,5,6,8,11,18,13,16,20,15,13,15,10,3,1,1,,,
2017-12-09,4,,,3,5,3,3,5,6,10,15,22,18,19,21,17,11,13,10,2,,,,
2017-12-10,5,1,1,2,6,8,8,5,9,3,12,19,18,11,15,15,13,15,8,,,,,
2017-12-11,8,,1,,3,5,7,7,11,7,17,11,16,15,18,15,13,14,6,1,1,,,
2017-12-12,5,3,1,3,4,5,7,4,6,8,10,9,18,22,17,19,17,7,9,1,,,,
2017-12-13,3,,1,1,3,5,3,4,12,20,13,12,13,21,20,13,11,10,4,2,,,,
2017-12-14,1,1,3,1,2,5,6,3,10,10,6,14,18,24,15,17,14,6,6,1,,,,
2017-12-15,2,1,,2,5,3,3,6,6,13,9,10,20,20,21,16,25,11,2,1,,,,
2017-12-16,5,1,,2,2,5,5,4,8,9,12,15,16,16,13,14,18,12,6,,1,1,,
2017-12-17,1,,1,2,1,4,9,3,5,17,19,12,15,24,16,23,16,13,6,4,,,,
2017-12-18,6,2,1,,4,4,8,6,14,13,14,9,19,17,27,16,10,10,7,2,,,,
2017-12-19,7,1,,3,3,3,7,10,9,15,11,14,18,20,13,19,8,13,7,2,1,,,
2017-12-20,5,2,1,1,4,1,7,4,3,15,15,12,21,22,12,23,23,8,7,2,,,,
2017-12-21,5,,1,3,3,1,7,5,3,8,15,14,13,17,20,19,16,20,11,2,,,,
2017-12-22,3,1,2,3,4,1,4,10,8,14,9,12,18,14,11,13,16,13,6,4,,,,
2017-12-23,8,,2,2,6,4,5,7,6,17,10,18,11,21,15,18,14,13,2,2,1,,,
2017-12-24,8,,1,,6,2,2,5,3,12,7,18,12,25,20,18,10,6,2,1,,,,
2017-12-25,9,,1,1,3,6,8,4,9,8,12,16,14,14,20,8,21,16,4,,,,,
2017-12-26,3,,1,2,3,4,6,7,5,10,13,28,21,16,15,14,12,14,9,5,,,,
2017-12-27,9,,,2,4,4,4,7,3,12,12,18,13,17,15,15,8,16,8,2,1,,,
2017-12-28,9,3,,4,3,,5,6,13,12,16,10,22,26,25,19,15,14,11,2,,,,
2017-12-29,5,1,1,,2,4,2,7,7,11,22,21,21,19,30,20,25,16,2,3,,,,
2017-12-30,9,2,,2,1,6,4,5,2,10,10,17,13,21,20,13,16,11,4,1,1,,,
2017-12-31,9,,,1,3,3,4,6,13,11,14,16,22,17,16,12,22,18,9,1,,,,
2018-01-01,,3,1,3,4,4,4,7,4,13,18,18,14,25,17,26,20,12,8,,1,,,
