death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2020-04-12,4,,,1,,,3,5,8,7,10,6,11,13,15,14,16,13,6,1,,,,
2020-04-13,3,,,2,,2,5,3,3,6,6,10,18,20,20,11,17,11,7,2,,,,
2020-04-14,4,,2,3,3,1,2,5,8,7,3,10,8,13,12,14,11,4,1,3,,,,
2020-04-15,2,,,3,2,2,1,4,3,7,6,12,20,14,18,14,17,2,3,1,,,,
2020-04-16,6,,,1,2,1,1,3,2,7,8,8,13,17,11,17,10,8,5,1,,,,
2020-04-17,2,,,1,,3,7,1,5,10,12,7,8,19,11,21,15,7,5,1,,,,
2020-04-18,4,,1,,,1,5,1,7,7,10,7,15,21,17,10,9,12,4,1,,,,
2020-04-19,3,1,1,2,,3,4,2,5,7,8,14,12,13,23,17,14,9,10,2,,,,
2020-04-20,6,,,,,1,1,2,8,5,11,6,9,15,11,12,18,7,5,3,,,,
2020-04-21,5,1,1,,2,2,4,1,5,6,9,9,16,27,23,13,17,10,5,1,,,,
2020-04-22,6,,1,4,1,4,2,5,5,8,14,15,12,10,31,18,17,6,4,1,,,,
2020-04-23,6,,,1,,4,2,3,4,7,5,15,19,14,19,16,11,7,7,2,1,,,
2020-04-24,1,2,,1,1,3,3,5,2,13,7,4,16,14,21,18,23,7,9,,,,,
2020-04-25,5,,,2,,3,2,1,3,2,8,7,22,18,14,13,10,13,2,3,1,,,
2020-04-26,5,,,,3,1,4,1,4,9,6,4,14,19,13,14,19,7,4,1,,,,
2020-04-27,6,,,1,1,5,2,3,4,7,11,11,10,14,22,12,7,7,4,4,,,,
2020-04-28,4,,2,1,,1,,5,4,6,10,16,10,12,18,18,17,6,5,1,,,,
2020-04-29,4,1,,,2,2,,3,6,4,10,9,12,15,19,18,11,9,2,1,,,,
2020-04-30,10,,3,2,2,1,1,3,2,8,6,12,18,23,17,15,9,16,5,1,,,,
2020-05-01,4,,,1,1,2,,1,6,8,16,10,14,12,10,15,15,8,5,6,,,,
2020-05-02,4,,2,3,1,3,2,5,1,12,7,13,20,15,15,15,21,16,8,3,,,,
2020-05-03,4,2,,1,1,,3,3,5,10,4,11,21,24,19,21,22,10,5,3,,,,
2020-05-04,4,,,,2,1,1,1,5,8,10,14,15,21,14,12,15,4,4,,,,,
2020-05-05,6,1,1,2,2,4,2,2,6,6,10,12,16,12,18,6,12,9,3,3,,,,
2020-05-06,7,,,,2,2,4,1,4,8,6,13,16,16,18,21,16,11,5,1,,,,
2020-05-07,7,,1,1,3,2,3,4,6,8,9,8,16,19,20,21,18,9,7,1,,,,
2020-05-08,4,,1,1,,2,7,3,7,3,17,13,22,21,23,16,12,6,6,,,,,
2020-05-09,6,1,,2,,4,3,1,9,8,6,15,18,17,18,12,19,9,9,4,,,,
2020-05-10,3,,1,,3,3,6,6,5,11,9,17,24,27,27,17,23,14,6,2,,,,
2020-05-11,2,3,,,4,4,6,1,8,8,9,13,18,20,15,29,23,10,5,1,,,,
2020-05-12,3,,1,1,4,4,,6,7,8,14,20,16,17,16,17,14,11,8,3,,1,,
2020-05-13,4,,1,,5,3,1,3,2,4,8,14,19,24,19,17,15,11,5,6,,,,
2020-05-14,3,,,3,3,3,4,1,7,10,11,10,15,19,26,19,15,12,7,,,,,
2020-05-15,2,1,1,2,2,3,2,2,7,6,9,20,9,19,28,25,19,10,8,5,,,,
2020-05-16,3,1,,,,3,3,3,11,6,10,9,31,18,24,26,29,16,9,2,1,,,
2020-05-17,4,1,,,1,2,3,3,10,6,12,16,26,18,26,18,25,8,9,,,,,
2020-05-18,6,,1,,1,4,2,6,6,6,13,18,18,21,35,20,16,12,3,,,,,
2020-05-19,8,,,,5,3,1,5,9,9,18,15,15,21,32,29,14,10,5,3,,,,
2020-05-20,5,1,,,1,5,1,6,6,9,15,19,28,28,27,32,22,11,6,1,,,,
2020-05-21,8,,,2,3,3,4,8,12,7,12,20,23,32,33,31,25,20,6,1,1,,,
2020-05-22,4,,,3,2,3,9,4,3,10,20,20,25,36,43,32,39,20,10,1,,,,
2020-05-23,6,,1,1,2,5,3,2,20,14,19,17,33,38,43,32,35,24,6,1,,,,
2020-05-24,4,1,,1,6,5,4,11,13,10,24,31,30,35,35,32,24,22,9,4,1,,,
2020-05-25,6,,,2,1,2,4,3,5,14,13,18,19,37,22,40,29,18,12,1,,,,
2020-05-26,5,,1,,3,4,5,9,13,16,22,22,35,27,37,26,28,12,7,,2,,,
2020-05-27,8,,2,,3,1,5,10,8,15,19,26,32,32,40,22,19,14,8,2,,,,
2020-05-28,9,,,2,,7,6,11,5,17,18,25,36,37,37,35,17,27,3,1,,,,
2020-05-29,6,,1,,2,3,3,8,9,17,28,26,37,32,35,32,31,21,8,2,2,,,
2020-05-30,9,1,,2,2,6,5,8,14,10,20,17,35,45,52,26,24,14,18,3,2,,,
2020-05-31,5,,1,1,,3,5,6,7,11,19,37,24,28,46,26,35,18,7,2,,,,
2020-06-01,2,,1,2,1,,2,8,8,22,15,22,29,42,38,27,22,20,9,3,,,,
2020-06-02,4,,,2,1,4,9,3,12,11,22,25,25,28,40,24,32,15,6,3,,,,
2020-06-03,10,,1,4,1,5,9,3,11,7,19,28,27,33,38,23,25,20,6,1,,,,
2020-06-04,4,1,1,2,2,3,3,8,14,12,19,24,30,38,34,36,24,22,7,2,,,,
2020-06-05,3,,,1,2,2,4,10,6,11,18,30,32,48,31,32,19,9,10,1,1,,,
2020-06-06,1,1,,1,1,2,,5,7,18,14,31,23,37,40,29,27,21,6,3,1,,,
2020-06-07,2,,3,,3,4,4,4,3,10,16,21,24,35,40,25,30,16,6,3,1,,,
2020-06-08,6,2,1,1,2,3,4,8,8,16,19,22,32,31,46,31,30,24,12,3,1,,,
2020-06-09,7,1,1,,4,9,7,7,12,19,22,33,25,47,43,27,29,14,9,2,,,,
2020-06-10,5,1,1,1,3,5,6,9,16,10,7,18,30,34,32,22,20,14,10,2,,,,
2020-06-11,4,,,1,,4,2,6,15,13,18,24,31,32,27,22,15,11,3,2,,,,
2020-06-12,6,,,1,2,3,5,7,9,8,19,32,25,23,29,30,15,11,4,5,1,,,
2020-06-13,7,1,,1,1,5,4,4,10,12,17,23,25,35,41,39,25,16,11,3,,,,
2020-06-14,4,,1,2,3,3,7,5,12,18,25,31,29,27,42,35,25,22,7,1,1,,,
2020-06-15,6,1,,,4,5,3,9,12,18,19,27,21,37,42,25,26,13,10,4,,,,
2020-06-16,2,,,1,4,1,5,10,9,17,18,24,33,42,45,28,34,18,16,6,2,,,
2020-06-17,3,,2,1,,1,1,4,8,17,17,26,17,27,42,37,29,22,7,,2,,,
2020-06-18,7,,1,1,,1,4,5,9,7,17,16,30,43,36,33,31,17,8,4,,,,
2020-06-19,4,,,,1,1,8,3,10,7,23,26,28,43,52,32,34,26,9,3,1,1,,
2020-06-20,6,,,2,,1,5,4,5,9,17,16,31,33,35,25,30,18,9,1,1,,,
2020-06-21,2,,1,1,1,2,3,2,5,14,17,18,24,23,36,30,23,15,10,3,,,,
2020-06-22,3,,2,1,1,1,3,4,6,7,8,26,24,28,31,23,31,13,6,1,,,,
2020-06-23,8,,1,2,3,2,2,7,5,10,16,16,29,33,30,33,22,12,7,4,,,,
2020-06-24,7,1,,,1,,4,3,9,7,18,17,25,30,37,22,23,13,8,2,,,,
2020-06-25,2,,,1,2,1,2,9,5,11,23,25,26,20,26,33,30,13,9,4,,,,
2020-06-26,6,,,,1,1,6,3,6,18,18,21,39,29,29,19,22,10,11,3,,,,
2020-06-27,4,,,,1,2,5,2,13,12,13,19,34,24,35,36,18,17,14,1,1,,,
2020-06-28,3,,1,,3,3,1,3,14,9,11,25,25,42,27,24,17,13,4,1,,,,
2020-06-29,4,,,,2,2,3,4,7,12,15,23,31,33,35,20,26,17,7,1,1,,,
2020-06-30,5,,,,1,1,2,6,11,6,15,18,29,31,30,21,23,19,6,4,,,,
2020-07-01,2,,1,1,1,2,6,7,5,10,13,12,29,22,24,19,23,12,13,4,,,,
2020-07-02,5,,,1,,2,4,6,11,13,12,27,29,22,24,30,12,10,3,1,,,,
2020-07-03,5,,,,,1,4,6,13,14,13,24,31,28,19,30,20,11,5,4,1,,,
2020-07-04,2,1,1,2,4,6,2,3,10,7,17,20,21,29,26,23,15,13,8,2,,,,
2020-07-05,1,,1,,1,1,,7,8,16,14,24,27,16,19,22,28,10,5,1,,,,
2020-07-06,1,,,2,1,2,4,3,3,10,9,24,31,27,28,17,26,11,6,1,,,,
2020-07-07,3,,1,,4,1,3,10,5,11,19,23,26,33,31,28,18,12,8,1,1,,,
2020-07-08,7,,1,,2,2,6,11,7,7,17,20,24,28,26,25,26,12,11,,,,,
2020-07-09,5,,,1,1,1,2,3,4,9,15,20,22,19,36,31,21,17,5,1,,,,
2020-07-10,3,2,,2,3,1,2,2,7,13,12,20,28,37,37,26,12,15,7,5,,,,
2020-07-11,3,1,,2,2,4,2,8,6,6,16,22,16,28,25,21,21,14,8,1,,,,
2020-07-12,8,,,2,2,1,2,3,6,8,21,15,15,21,41,16,12,15,9,1,1,,,
2020-07-13,9,,,2,2,3,5,3,7,12,14,18,18,23,28,25,20,13,3,2,1,,,
2020-07-14,7,,,2,5,2,2,6,10,8,11,23,20,16,26,14,19,14,4,3,2,,,
2020-07-15,2,,,2,3,5,4,3,11,10,13,13,27,23,21,20,19,7,9,3,,,,
2020-07-16,10,,1,3,1,5,1,5,5,13,16,20,22,20,17,21,18,10,3,,,,,
2020-07-17,6,2,,1,2,1,4,5,10,12,18,17,21,22,18,21,23,9,6,1,,,,
2020-07-18,4,,,,1,6,6,6,5,10,15,17,28,20,33,19,23,10,5,,,,,
2020-07-19,5,,2,2,1,1,1,3,4,12,9,17,17,17,31,25,20,9,4,2,,,,
2020-07-20,3,1,,,1,8,2,5,4,14,12,22,25,28,14,12,19,7,10,1,,,,
2020-07-21,4,,,2,3,4,1,4,8,4,14,14,17,26,24,25,17,12,8,,1,1,,
2020-07-22,10,,,2,3,3,3,9,8,6,12,25,23,19,20,31,21,14,6,2,,,,
2020-07-23,5,1,,1,3,1,6,5,11,12,13,15,25,20,23,18,26,11,4,2,,,,
2020-07-24,5,,,,1,1,1,6,8,7,18,14,21,29,28,27,22,12,8,2,,,,
2020-07-25,8,,1,1,2,2,4,2,9,9,14,13,19,27,19,25,15,8,7,1,,,,
2020-07-26,2,,,2,2,4,7,4,4,9,14,13,16,20,20,17,12,7,4,1,,,,
2020-07-27,4,1,,1,5,6,3,4,13,14,18,21,23,27,24,24,12,12,12,,1,1,,
2020-07-28,9,,1,2,4,2,5,7,8,11,16,18,20,19,27,21,15,20,11,2,,,,
2020-07-29,1,,,2,3,1,2,6,8,16,9,17,15,26,29,18,14,14,6,3,,,,
2020-07-30,2,,,1,1,6,2,5,3,12,20,16,23,26,19,17,16,13,5,3,1,,,
2020-07-31,7,,1,2,1,4,5,5,10,11,14,20,22,17,24,20,19,11,3,,,,,
2020-08-01,8,1,2,1,3,6,6,3,8,13,20,31,19,21,24,21,12,17,4,1,,,,
2020-08-02,7,,1,,2,4,3,4,6,11,21,23,22,18,21,19,19,16,4,1,1,,,
2020-08-03,5,,,,,4,2,7,9,11,19,16,22,20,33,17,12,9,5,3,,1,,
2020-08-04,1,,,2,1,2,2,4,10,17,17,23,26,21,24,20,10,18,6,1,,,,
2020-08-05,6,,1,2,4,3,4,4,8,11,13,19,25,25,21,17,20,8,4,1,3,,,
2020-08-06,9,1,2,4,2,4,4,5,7,7,16,23,13,20,37,17,27,8,9,1,2,,,
2020-08-07,3,,1,1,1,2,6,8,11,9,23,14,16,16,29,18,17,14,3,,,,,
2020-08-08,7,,1,1,3,3,3,6,10,14,24,18,20,19,33,20,19,16,5,1,1,,,
2020-08-09,2,1,,3,1,3,4,2,3,12,7,20,25,21,24,18,15,8,9,1,,,,
2020-08-10,4,2,1,1,3,2,2,5,10,10,19,22,13,24,22,28,14,13,7,4,,,,
2020-08-11,4,,1,1,1,4,4,2,13,13,14,18,13,19,29,29,24,7,7,,,,,
2020-08-12,2,,,1,6,5,6,5,6,8,17,13,18,26,34,19,15,9,4,3,,,,
2020-08-13,5,,,,4,4,2,8,4,10,14,20,24,20,37,30,15,10,6,,,,,
2020-08-14,9,,,,2,3,1,5,8,14,16,25,21,21,35,23,19,7,5,3,1,,,
2020-08-15,6,,,1,1,3,5,4,9,14,17,20,28,18,32,19,12,9,5,2,1,,,
2020-08-16,6,3,,,1,1,1,10,5,8,19,24,20,19,30,27,18,12,7,4,,,,
2020-08-17,4,,,3,5,4,3,9,12,12,20,25,27,24,32,25,19,15,6,1,,,,
2020-08-18,8,,,,1,7,6,13,13,12,13,21,19,26,33,23,23,20,10,1,,,,
2020-08-19,8,,,3,3,2,1,10,11,13,5,13,22,25,24,23,25,16,4,2,1,,,
2020-08-20,5,,2,2,1,4,5,6,9,6,15,20,28,32,24,23,21,14,9,3,2,,,
2020-08-21,7,,1,,5,2,4,6,9,6,13,22,19,23,29,24,17,15,6,4,,,,
2020-08-22,4,,3,,2,3,3,7,6,6,23,20,27,28,27,16,23,18,7,2,,,,
2020-08-23,5,,,,1,3,3,7,8,14,17,14,21,31,29,23,19,14,9,3,,,,
2020-08-24,5,,,3,3,7,4,6,7,7,19,29,27,35,23,22,17,13,9,2,,,,
2020-08-25,9,,2,1,1,2,7,10,7,11,13,17,28,28,22,18,15,11,6,1,1,,,
2020-08-26,3,1,,2,2,2,2,7,9,16,12,22,21,30,29,23,17,13,8,2,,,,
2020-08-27,10,1,,,3,7,5,3,5,12,21,20,24,35,29,20,23,18,4,3,,,,
2020-08-28,7,,1,,1,6,5,4,10,6,12,29,27,29,24,24,18,15,8,2,,,,
2020-08-29,6,,,2,2,2,7,4,8,15,22,25,27,21,40,29,21,12,8,6,,,,
2020-08-30,4,,1,2,,,5,7,2,13,19,18,36,24,33,38,26,10,4,2,1,,,
2020-08-31,7,1,,6,,2,7,8,11,13,10,28,25,24,36,30,20,13,10,3,,1,,
2020-09-01,6,1,,,5,3,5,8,12,17,23,20,25,23,43,24,31,21,6,3,,1,,
2020-09-02,3,1,1,,2,,5,4,5,16,17,20,25,34,31,21,27,8,5,3,1,,,
2020-09-03,5,1,1,1,,2,3,12,8,11,17,22,14,23,22,29,29,10,7,2,,,,
2020-09-04,7,,,1,3,2,3,5,7,15,16,19,26,22,40,18,19,10,11,2,,,1,
2020-09-05,9,,1,,4,5,1,4,14,23,20,16,22,38,32,25,17,18,6,2,,,,
2020-09-06,6,,,,2,3,2,8,9,16,22,32,33,23,32,28,15,12,8,2,1,,,
2020-09-07,7,,,1,3,8,6,4,10,13,21,23,30,28,37,28,29,11,5,2,1,,,
2020-09-08,8,1,2,1,3,9,4,6,11,14,20,17,32,39,28,30,28,19,5,3,,,,
2020-09-09,5,,1,2,,9,5,5,17,11,16,20,23,26,21,24,20,16,5,4,,,,
2020-09-10,6,,,1,2,4,3,5,13,17,18,19,27,18,24,20,26,11,6,1,,,,
2020-09-11,5,2,1,,2,3,5,8,10,21,20,27,24,36,37,23,16,17,2,1,,,,
2020-09-12,8,1,1,,1,3,5,9,12,16,17,17,21,21,25,17,15,15,7,4,,,,
2020-09-13,4,1,,2,1,3,7,3,6,10,25,14,27,15,18,18,24,7,2,1,,1,,
2020-09-14,1,2,,,3,3,6,4,5,14,14,25,25,33,26,23,15,11,6,2,,,,
2020-09-15,5,,1,4,4,2,2,7,10,13,21,17,27,18,25,19,17,9,4,1,1,,,
2020-09-16,12,,1,2,1,1,7,9,11,14,16,25,35,27,30,19,18,8,6,2,,,,
2020-09-17,3,,3,6,6,4,3,11,10,15,16,26,30,34,31,19,20,15,5,,,,,
2020-09-18,5,1,,1,3,3,6,11,8,13,20,21,33,19,31,19,29,15,8,2,1,,,
2020-09-19,8,1,,1,5,5,4,7,13,11,16,19,25,27,20,13,21,11,5,1,,,,
2020-09-20,8,,1,3,2,6,2,5,8,9,13,24,27,16,25,12,12,12,7,1,,,,
2020-09-21,6,2,1,2,4,6,4,6,7,18,23,19,32,29,24,26,20,17,3,,,,,
2020-09-22,5,1,,4,5,4,6,4,2,19,22,23,37,24,32,25,23,14,6,1,,,,
2020-09-23,10,1,1,1,1,4,7,10,6,7,14,29,31,33,30,17,17,15,8,5,1,,,
2020-09-24,9,,2,1,,5,5,3,8,15,13,24,29,21,36,19,15,15,2,2,,,,
2020-09-25,7,3,,2,3,2,13,7,9,11,14,18,16,27,29,31,32,11,7,1,,,,
2020-09-26,6,,,2,3,8,5,4,8,4,17,24,28,27,29,20,17,11,11,1,,,,
2020-09-27,2,1,3,1,5,6,5,10,11,9,21,29,29,30,30,22,19,12,8,1,1,,,
2020-09-28,3,1,2,,6,5,9,9,6,11,17,18,24,31,31,25,26,13,4,,,,,
2020-09-29,5,1,,1,2,5,4,7,6,21,16,19,25,24,23,26,23,10,5,4,1,,,
2020-09-30,4,,1,1,3,3,4,5,8,12,22,24,24,27,30,22,25,14,8,1,,,,
2020-10-01,3,1,1,4,5,2,3,4,7,11,9,25,18,26,34,17,17,12,4,2,1,,,
2020-10-02,5,2,,,5,1,5,5,6,8,26,19,28,40,33,21,21,19,11,2,,,,
2020-10-03,7,1,,1,5,1,5,6,6,8,12,20,28,33,33,19,18,11,7,1,,,,
2020-10-04,8,,,,5,2,6,2,5,7,12,16,17,28,26,27,18,20,11,2,,,,
2020-10-05,2,,1,1,2,3,6,7,10,13,16,25,30,22,22,24,25,12,6,2,,,,
2020-10-06,6,,1,,3,1,1,7,8,13,13,30,25,21,35,40,26,13,10,1,,,,
2020-10-07,4,,,1,5,4,5,8,6,10,16,28,24,27,27,22,27,23,8,,,,,
2020-10-08,8,,,2,2,4,7,9,7,9,16,20,23,21,39,30,16,15,6,3,1,,,
2020-10-09,11,,1,3,3,3,6,7,5,22,16,20,23,33,33,26,23,15,6,3,,,,
2020-10-10,7,1,,2,2,2,6,7,9,13,13,17,26,21,25,20,27,17,7,1,,,,
2020-10-11,5,,,2,,2,4,7,7,11,8,21,26,19,27,19,15,11,7,1,2,,,
2020-10-12,10,,2,2,5,2,4,7,7,11,19,15,30,20,27,26,28,10,7,,1,,,
2020-10-13,6,,,3,1,3,8,9,9,6,9,21,32,23,36,20,21,13,9,3,1,1,,
2020-10-14,7,2,,,4,2,4,10,14,8,11,18,25,33,25,23,16,15,9,2,1,,,
2020-10-15,7,1,1,1,,3,,5,8,17,19,26,28,34,22,15,29,15,3,2,,,,
2020-10-16,2,2,,2,1,6,5,7,7,16,20,25,27,33,30,22,16,18,9,1,,,,
2020-10-17,5,,1,2,1,8,5,5,12,13,16,15,25,27,26,24,10,12,6,3,,,,
2020-10-18,4,1,2,,,6,4,7,7,7,7,23,19,23,29,20,19,11,4,2,,,,
2020-10-19,8,,1,4,1,7,,3,8,17,16,18,20,18,37,19,19,6,6,1,,,,
2020-10-20,7,1,,1,3,3,8,5,15,4,13,22,20,25,27,21,19,3,6,2,,,,
2020-10-21,7,2,1,1,3,3,4,4,2,11,12,14,19,30,26,21,23,11,4,1,,,,
2020-10-22,4,1,,3,2,5,3,7,12,7,22,17,26,26,17,18,22,12,3,2,,,,
2020-10-23,1,,1,1,1,1,6,8,10,8,18,22,25,20,30,21,21,7,5,2,,,,
2020-10-24,3,,1,2,,1,1,2,8,9,14,21,26,15,22,22,17,14,9,3,,,,
2020-10-25,4,2,1,2,,5,7,5,15,14,13,9,30,22,28,17,18,16,2,4,1,,,
2020-10-26,3,,1,1,3,3,8,9,7,13,14,30,19,15,22,16,22,9,6,2,,2,1,
2020-10-27,6,,,2,4,3,3,4,7,22,7,18,29,24,29,14,13,7,6,1,,,,
2020-10-28,4,,2,2,3,2,4,5,5,8,15,14,22,21,21,16,15,5,9,,,,,
2020-10-29,6,,,2,,3,7,7,6,11,21,21,24,24,24,17,19,10,3,,,,,
2020-10-30,3,3,,1,2,3,2,5,11,10,13,19,24,21,32,16,13,13,5,1,,,,
2020-10-31,5,,,,,4,5,9,11,10,12,14,13,17,23,18,15,8,4,1,,,1,
2020-11-01,9,2,,2,1,3,3,6,9,12,7,12,26,18,38,22,18,13,7,1,,,,
2020-11-02,7,,1,3,6,3,4,4,9,15,18,10,21,13,34,18,14,14,9,3,1,,,
2020-11-03,8,2,,2,5,3,6,6,7,12,17,21,28,32,28,23,19,20,6,1,,,,
2020-11-04,9,,,,2,4,6,4,5,9,13,14,24,32,34,18,18,17,5,2,,,,
2020-11-05,7,2,3,1,2,3,6,8,8,17,13,16,18,21,33,23,25,12,6,1,1,,,
2020-11-06,8,2,,3,3,6,1,9,4,12,11,21,21,22,15,26,22,12,9,2,,,,
2020-11-07,5,2,,,2,4,2,3,9,6,19,21,20,24,29,16,17,10,3,1,,,,
2020-11-08,8,1,,1,1,3,4,3,11,7,10,17,18,21,25,17,21,15,9,3,,,,
2020-11-09,5,1,,3,4,3,4,6,12,23,18,19,28,17,21,15,12,13,4,1,1,,,
2020-11-10,5,1,1,4,1,,3,5,5,12,14,14,9,19,25,20,24,14,5,1,,,,
2020-11-11,7,,,3,3,5,5,8,8,6,12,16,26,19,26,17,16,15,6,,,,,
2020-11-12,7,,1,2,2,2,2,6,7,10,17,14,22,21,27,26,17,13,6,1,,,,
2020-11-13,6,2,,,5,3,5,5,6,12,13,19,22,17,19,17,14,12,4,1,,,,
2020-11-14,6,,,2,3,3,4,9,8,14,11,19,24,25,30,18,14,11,7,1,,,,1
2020-11-15,2,1,4,3,2,5,7,4,9,15,14,22,16,24,24,21,16,10,6,,1,,,
2020-11-16,3,1,2,1,,3,6,6,7,14,14,15,22,25,27,12,17,12,4,1,,,,
2020-11-17,10,,,1,4,,2,6,9,9,23,11,16,21,27,22,15,11,4,1,2,,,
2020-11-18,3,,,3,6,5,5,7,6,10,9,13,16,18,20,14,17,16,10,2,1,1,,
2020-11-19,7,,,3,2,2,3,3,8,6,12,13,13,20,31,23,23,5,3,2,1,,,
2020-11-20,4,1,2,1,2,7,3,4,11,13,14,25,22,23,28,18,19,11,5,,1,,,
2020-11-21,6,,1,4,4,5,7,6,8,11,12,26,18,17,28,21,21,12,4,3,,,,
2020-11-22,4,1,,5,1,2,3,7,12,11,13,15,24,18,27,18,12,11,8,2,,,,
2020-11-23,9,1,,,1,7,3,5,6,8,20,14,23,25,30,23,24,11,3,1,,,,
2020-11-24,6,,3,,5,1,3,7,5,10,8,15,24,14,27,25,16,12,6,3,,1,,
2020-11-25,3,1,,1,1,5,6,6,8,16,19,16,22,24,30,23,13,13,8,4,,,,
2020-11-26,5,,1,2,,5,7,4,10,8,21,21,16,18,26,19,21,14,8,,,,,
2020-11-27,4,2,1,2,3,3,3,4,15,6,14,18,15,29,31,17,17,16,3,4,,,,
2020-11-28,6,1,,,2,2,2,4,4,8,19,16,26,22,19,24,21,15,3,4,1,,,
2020-11-29,4,,,3,2,1,,4,10,14,7,11,20,24,33,22,21,18,6,3,,,,
2020-11-30,4,1,,3,5,4,3,5,2,17,11,21,21,35,26,29,18,16,10,,2,,,
2020-12-01,7,,1,2,2,3,5,4,4,15,12,13,20,24,22,23,19,12,4,2,,,,
2020-12-02,6,2,1,1,4,5,4,5,8,7,12,11,19,23,26,24,23,16,4,3,,,,
2020-12-03,3,,4,,5,4,4,6,14,12,15,15,23,22,17,20,18,14,9,1,,,,
2020-12-04,7,1,,,2,3,2,2,17,12,13,16,14,19,20,31,20,19,6,,1,,,
2020-12-05,4,,1,1,3,2,4,5,6,11,15,22,26,23,22,15,18,13,9,6,,,,
2020-12-06,4,,,1,3,3,5,4,7,7,19,18,30,17,25,32,28,11,10,5,1,,,
2020-12-07,4,,2,,2,2,3,5,8,13,21,22,24,31,33,21,26,13,3,2,,,,
2020-12-08,10,2,2,,4,3,4,8,8,9,15,16,12,24,30,20,19,17,9,1,,,,
2020-12-09,,,3,1,3,4,1,4,14,7,17,14,27,24,33,27,28,10,7,3,,,,
2020-12-10,3,,1,3,2,1,6,7,4,15,17,17,17,21,30,27,18,14,4,,,,,
2020-12-11,12,3,,,2,3,3,5,8,14,15,21,19,17,24,18,28,21,7,2,,,,
2020-12-12,9,,1,1,3,5,9,7,4,10,20,19,20,28,17,32,16,15,7,2,,,,
2020-12-13,1,,1,2,1,3,5,4,5,12,23,10,27,19,25,23,30,15,2,4,2,,,
2020-12-14,8,1,2,1,5,1,4,6,7,13,16,18,26,28,34,22,21,15,9,3,,,,
2020-12-15,2,2,1,2,2,1,5,4,4,17,12,16,18,27,31,24,20,15,10,,,,,
2020-12-16,2,,,2,2,5,3,10,9,7,20,12,21,33,19,23,21,7,10,3,,,,
2020-12-17,6,,,3,5,2,4,7,10,8,12,17,24,27,33,25,27,22,11,1,,,,
2020-12-18,6,,1,1,3,3,2,10,11,8,19,27,21,26,36,19,32,17,5,1,1,,,
2020-12-19,5,,,1,1,6,3,5,7,16,11,19,17,31,31,14,17,18,7,2,,,,
2020-12-20,9,,,1,5,5,5,5,10,16,18,19,16,23,28,16,24,12,3,4,,,,
2020-12-21,4,,1,4,4,4,4,7,5,10,17,21,20,25,23,16,22,10,13,1,,,,
2020-12-22,4,1,,1,3,2,8,7,7,6,11,19,21,23,25,32,25,17,6,3,,,,
2020-12-23,7,1,,3,4,2,3,3,9,7,23,25,19,19,30,17,20,9,9,2,,,,
2020-12-24,10,2,1,4,3,5,2,2,8,12,13,22,19,35,28,21,24,12,4,5,1,,,
2020-12-25,13,1,,,2,2,3,1,10,14,7,25,19,27,22,23,26,22,6,2,,,,
2020-12-26,2,2,1,3,1,2,4,6,14,10,10,17,26,22,27,19,20,14,12,,,,,
2020-12-27,3,,,2,4,2,6,3,5,17,11,17,33,29,29,17,23,8,11,3,1,,,
2020-12-28,6,,,2,1,2,7,4,4,14,23,15,21,32,25,14,21,14,10,3,,,,
2020-12-29,3,,1,4,1,5,2,9,8,17,12,22,26,19,22,22,14,7,5,,1,,,
2020-12-30,10,1,,1,2,5,5,2,12,17,18,19,26,16,29,16,16,13,7,2,1,,,
2020-12-31,,,,1,4,3,5,8,11,15,8,16,21,21,27,21,16,17,6,,,,,
2021-01-01,4,,1,1,4,5,7,3,14,9,18,16,15,17,23,15,24,12,4,,,,,
2021-01-02,4,,,3,2,3,4,6,12,12,14,21,15,29,27,19,18,16,9,2,,,,
2021-01-03,6,,,2,3,2,5,3,6,8,12,14,25,24,30,18,22,10,9,,1,,,
2021-01-04,5,,,1,2,4,4,6,11,13,12,13,27,23,25,16,15,10,6,1,,,,
2021-01-05,8,2,3,1,7,2,3,7,9,13,8,19,18,21,21,25,15,18,4,3,,,,
2021-01-06,10,1,,2,6,2,4,8,11,6,19,13,26,22,25,18,23,10,7,4,1,,,
2021-01-07,7,,,,3,5,6,7,10,8,9,15,13,19,25,24,21,13,7,1,,,,
2021-01-08,7,1,,1,3,7,4,7,10,10,14,25,20,24,20,21,15,17,8,1,,,,
2021-01-09,7,,1,3,1,4,6,6,6,9,13,20,21,26,22,17,15,14,7,3,,,,
2021-01-10,7,,3,,4,2,3,6,9,13,18,14,21,26,28,19,14,11,10,,,,,
2021-01-11,5,,1,3,7,2,6,4,8,7,11,17,23,28,29,18,24,6,5,4,,,,
2021-01-12,6,1,1,2,5,5,4,7,9,7,6,9,20,27,24,18,14,13,8,1,,,,
2021-01-13,4,1,,1,1,3,4,5,11,12,16,16,17,27,27,13,15,7,11,5,1,,,
2021-01-14,6,,1,5,8,3,3,3,8,13,8,14,17,13,15,18,21,15,6,2,,,,
2021-01-15,4,,,4,3,3,5,7,8,16,22,10,27,20,22,29,21,14,4,2,1,,,
2021-01-16,6,1,,2,,4,1,11,5,8,17,22,17,26,16,14,23,12,11,3,,,,
